Tags,Name,Formula,T1C1,T1C2,T1C3,T1C4,T1C5,T1C6,T1C7,T1C8,T1WB1,T1WB2,T1WB3,T1WB4,T1WB5,T1WB6,T1WB7,T1WB8,T2C1,T2C2,T2C3,T2C4,T2C5,T2C6,T2C7,T2C8,T2WB1,T2WB2,T2WB3,T2WB4,T2WB5,T2WB6,T2WB7,T2WB8,T3C1,T3C2,T3C3,T3C4,T3C5,T3C6,T3C7,T3C8,T3WB1,T3WB2,T3WB3,T3WB4,T3WB5,T3WB6,T3WB7,T3WB8,T4C1,T4C2,T4C3,T4C4,T4C5,T4C6,T4C7,T4C8,T4WB1,T4WB2,T4WB3,T4WB4,T4WB5,T4WB6,T4WB7,T4WB8
B,Gly-Gly,C4 H8 N2 O3,4283943.184278132,3173623.285530294,4371599.558452077,3325019.263028495,6353461.826355038,6306837.479723575,5129147.880505711,8315211.459739945,4619599.100760512,5896537.322565498,4330667.022314492,2995793.1017282684,4887481.4820131855,6253839.713864939,2179182.7589725736,6569612.805403344,5013273.1315971,4913126.378668698,6002026.18434159,5480620.501214135,8216107.350948858,9695094.883033292,7625013.62249096,7281802.818272812,6083569.587871062,4842571.12391939,6275480.257729173,3021331.8024316216,7606092.41791936,4290756.18535759,4217707.536644305,5435901.28290356,8169210.65379938,11950406.46406318,10043690.002503734,6138544.346401285,7370661.262327436,9352909.41493437,7251987.304893731,6074531.937976821,8018134.031035208,6167613.354860336,5170017.02470978,8335858.284513374,8466566.302031081,5436522.549133194,9930912.126003405,8296718.161374084,7970330.591385622,3768144.8100141734,6046214.941268146,8850600.219299113,5503101.368011672,5611915.175328656,6282603.3015025705,6747954.019489234,6062578.958921026,2119179.514125464,4696446.775869102,5123423.281985993,2832880.978259606,5010122.95743148,7220478.238462089,5204175.151185471
B,GUANOSINE,C10 H13 N5 O5,8555329.421752337,11669457.146324454,18013175.49670473,8582831.676285785,8213760.274248145,26286931.619711384,37089809.31186178,28878483.52969876,11039239.87193735,11607061.448769724,8013355.913759081,10892406.707707083,12274148.178620715,11149061.884321615,23945915.13096456,13137656.672845563,21762672.513150197,10766563.492473185,15436756.990068208,17538945.491656296,12858733.07678941,14142626.896870289,11555344.99290525,12588184.246875634,7033211.20037083,7433281.079141074,7524037.081307703,7106715.232062857,15111589.5350897,9142650.176429704,11157486.179989256,8735877.341484297,6829491.147086841,8328853.549431512,11511734.957246006,10128814.64081236,9308384.276491748,10953636.78272594,11182144.007485086,13987571.811336728,7089324.595411234,6668031.5668223705,10812371.88893763,8140454.585124962,8186036.176948439,9121153.102130538,9707717.506900067,8696041.766001433,6364973.2049478395,8878674.132945122,18914871.729700156,9862572.47377314,10231406.210846672,11907149.028108353,12566631.34115472,8626783.728485005,7272435.335200313,6380988.61987728,8231932.39419727,7042536.148474448,10549335.625952099,9142737.324847065,10274078.387394983,20342574.34187475
B,Gulonic acid gamma-lactone,C6 H10 O6,6910226.950926148,7588770.450783379,12136129.280279456,10559725.52196021,9301400.388984937,12635406.227741938,12286499.459767425,15116737.155108443,11161753.443941804,10391363.732041022,17986843.37174128,10200350.37319449,10469442.994013134,8587476.123126635,13790321.772690877,15878780.807476271,8500064.134352574,8210700.209137399,11483515.131864153,12941147.494342878,9722806.394449688,9186952.09103199,9486461.208106464,10669793.921717647,7444441.972874719,5453901.44532674,9913124.26766678,7524671.019921642,7305612.74160253,8044334.733122904,11578098.516131455,9475944.92161541,12356449.012665687,14565024.511131877,14050747.489226894,16236636.731686216,12808103.484400693,18277949.142558355,14781958.639563797,14684805.398232792,9314588.550214034,9311773.28898514,15237366.817473497,11805994.664022189,11445966.643783873,17984382.87161778,15043450.451361673,11271195.626719028,12916995.797763333,11362850.38682684,15320674.465727972,16064543.739083681,15411540.93220318,16668555.283387223,14003579.413886992,17735367.608281318,11125983.416475864,13183608.777597968,19181021.84926476,10298887.034134872,11798949.819696702,10297796.694141498,13967976.556084953,11133573.013566425
C,HEXANOATE,C6 H12 O2,61958389.81571024,53667486.441212215,55649001.47472158,61506980.723545745,60803469.09959547,61669431.484020986,78001706.5764624,70733919.68775193,73750147.93700373,81133318.12297198,79190840.6962593,68515367.40023349,69209726.17357042,66155090.84412269,68796414.88781679,89141313.25697075,58438890.87394469,78739597.46562704,69288804.54417484,64837426.85465067,71581626.55439147,81574179.11168313,73677450.77356973,70956737.81290436,60120227.39481239,72429687.69064346,57830426.10816729,56842963.181594804,51558502.8437615,50391904.314195864,65235072.59694161,59743631.40064502,58363033.6186229,64750509.49416549,60310939.19219061,60145157.68074529,71845136.66331808,70257687.07146023,70355979.19652298,63936941.48335854,65339126.44405439,83657627.69258927,63484386.21097475,69815031.66358481,70316534.00007159,70210239.01595265,58292061.460996084,60347611.22349018,71149324.04230523,84926413.30446799,64445157.3874771,61894226.724342935,66449401.34266907,66693863.67830653,69762842.25256811,79791459.44653076,60434782.9195929,64943868.94354015,65869532.949573375,60892312.956227794,62648545.152319506,61894472.732804455,48837511.32759845,64855467.395860426
D,HIPPURATE,C9 H9 N O3,1329203.399794876,2905232.252411543,4815693.322730758,4690823.37933508,4189405.767204554,4611908.079499748,5335932.503737354,8481764.378405415,5598786.841700741,6544895.570384862,5031968.413106229,4721183.671449732,6178179.671054567,4582960.887098855,7736768.758402923,6998735.997743226,3344490.794375037,4557139.94929045,5094942.621351786,6163102.775343304,5320559.012937245,7432330.855361376,6608092.671492663,4206959.309753761,3701500.043687759,5899432.141349584,4224251.644507764,3628915.7092018607,4540170.43399077,4457821.981382114,5761689.688260323,5168427.712571586,3169880.901114158,8075004.7227025805,6592879.261958426,4640369.830409071,6085858.176138281,10223810.622066833,8215147.3581775185,6214170.520814888,9079706.077795064,5238956.038990837,5903897.502868576,3477094.7844231776,3403237.7634165757,5140821.844762068,6662712.475159831,4756196.197882911,5462712.261686984,6560261.577826675,5521776.9243935095,3909733.9024329116,9796230.44983962,12970055.018487142,5737707.791497436,7640266.397246443,5640524.952061455,12592765.985884394,7464860.346332616,6833795.8446456175,3313995.7228123895,14507529.641355528,6988309.665023804,7297094.479156486
A,HISTIDINE,C6 H9 N3 O2,103753902.39449425,119283053.40379722,124852798.40046214,45880120.92787922,73196707.24174453,62038453.56138472,31698624.987743724,83149957.99641113,82674750.49462473,52777862.53586472,79995023.88996628,57752807.78869565,84197833.49664052,80303295.69000125,140220105.78287712,113643855.22859275,118098509.53897372,51266523.48361243,61024918.44671792,50131380.93301723,60198922.63687479,67856435.0851141,96268099.97991627,24811379.603069205,55350725.655817404,60370715.804328054,44048687.74067348,89802542.13933805,37500423.3381792,38414878.108350605,36074575.56994822,47219549.67019632,86868488.85398178,84512421.39730828,71169814.25142995,93000101.48287192,88310207.58445682,88415958.06587058,88167191.0283648,48462381.70299625,58896596.95617003,108355391.77384713,90307425.51254311,83076637.01408829,51732748.24654913,75368005.17164297,144240405.51960123,64369000.45901629,91408836.27024612,115565983.89705673,95194655.655421,72646881.95312387,119578123.50634693,73155418.82811706,63748557.357307054,48604390.334802836,162598962.8447421,221420163.1220947,132046998.43558876,118702234.70222446,77907610.51165731,172134655.9341541,110284713.79307477,119465015.15176342
A,Homoarginine,C7 H16 N4 O2,58558354.58546366,21432555.94618279,21961026.772324946,85759091.34038296,32967126.17707914,13762341.604352504,7625387.204012265,51158807.61413664,13155943.036265427,45115717.46516347,20831999.66720504,96872133.90525024,20517144.758313503,9256115.644658666,141545104.90635228,245339190.23821554,9225483.386545237,10778627.926226914,5350985.675792032,27407994.800518107,8715280.498437062,6846394.307179537,6582422.048892301,1877350.6142477046,3162979.432912601,18848297.02512928,2627395.423571082,32130886.8712282,1962225.94945808,380030.9844270625,9476681.731971962,20985876.16004702,5542521.46302189,11328495.648839043,2813813.1312470203,10256100.732938776,8357995.08389929,5059646.135528407,3822084.8400002695,1486958.987725344,5992344.900925879,25655365.338052314,5336981.259077379,21270806.118629497,2593994.3488727626,1693802.6412183752,16034728.569511436,14778319.63324887,3192079.4452724815,4463463.990163065,2559149.7887761244,7243397.022647271,12854822.752800895,5099336.630279334,1904891.261464175,557225.4251401195,15215702.271427887,33850028.73612187,10705158.574081268,24312173.16963862,2200786.974103282,15513179.991078041,11302312.838140368,36096171.9733181
D,Homocitrulline,C7 H15 N3 O3,4559704.135127701,5605940.290162736,7386198.171422839,4179951.726594556,5042244.237471516,1415065.8259791816,1249419.7841927176,8612216.332984423,5845722.288219509,4292916.197604398,1175285.4080770214,4720441.272434967,1402819.2074650538,4739672.783548888,6003286.472868459,10184916.109888516,4435212.840801911,3569405.299342815,5888755.565713742,848148.6510715754,889429.217326369,1502252.0693859304,5087620.097618607,3815548.8630924895,790540.463723835,2616207.5697874585,4307882.94075888,3711322.7159442124,859666.768277154,1489261.9928284658,4226811.717127929,2241527.8560376037,4642096.22273061,2491121.6764188893,5799339.3537315605,5201951.849973086,4325859.240096452,5242021.469897881,5534214.298539113,5399108.121891602,962985.9009781005,880308.9327080483,4742487.490883853,806306.5621184544,1158342.4295702851,4740504.775805323,965663.5664675914,4109065.3693521554,4759824.569378663,4275997.80817967,899012.683042594,4087442.3538883617,2134875.3749222783,3109119.085461669,571453.8765824039,2165633.114928765,2274823.7028962723,2453559.980202368,736188.443204774,656695.9700875902,541938.6227718644,3428498.812331622,425027.5191094255,3646067.923474078
A,HOMOCYSTINE,C8 H16 N2 O4 S2,15787741.527726078,33419908.77599812,36338034.883819975,39223544.73120214,21359566.95804675,16931815.02012248,11311898.89028729,46140888.10471704,25129564.53014323,20394222.663734317,26266268.98002227,20913700.55300948,25550009.7608111,21509019.876595948,29659657.71882905,54545415.09905427,40502647.21621235,19278328.680729274,23578312.056940142,37544918.630529486,12062430.300147897,12366235.240423273,22662850.785707716,11456260.513961798,23742823.393802375,20148470.458287124,17703515.81247656,42024345.23965276,12677441.3430377,15837017.391246067,23482180.22565169,23258826.25768643,15790583.633786887,15437660.949051615,9444862.72243708,32513797.151121657,10218333.42498889,16736370.481963139,21107825.261356678,15975574.209633538,14042128.437198076,21988095.118872903,33157836.147659604,39435018.622419655,31173821.90485388,10099099.043572398,26164179.39820919,28909275.242139965,8178046.074804947,9396478.140314523,7699372.346735324,27942173.5583457,5482111.607500679,10432602.913132874,6355571.838121375,11035507.494247818,26212542.745465837,7809530.79731162,14330665.420125833,30355919.669825617,14266914.145957831,11210129.40991762,8146944.702198963,25165293.524462435
A,HYDROXYPHENYLLACTATE,C9 H10 O4,129541779.12461393,400653133.8909076,134689541.63568592,129674110.15453619,317977564.7972853,186990801.63923264,242213083.15412655,211486385.94978294,187972572.94556874,153189898.34118602,513645272.3015839,122478528.3142913,354448683.00142986,351997911.59552824,158455897.18577686,168450898.6440232,172707101.66649213,237561391.52904743,143072755.05045378,168714889.68106547,261761758.02213797,148835438.22291172,433669018.15763634,111388517.77494311,108962665.39766055,90469209.7063898,287964836.07718503,208990781.59169126,264277675.159681,146074496.21334204,162529724.71275312,84511430.85134979,93749360.69952056,229570270.50601387,79992604.0401986,197712761.26881763,166727694.25564837,114408523.48678555,152205045.9167766,98651443.1530145,143189085.125574,66256187.814239256,158371599.92554772,74136789.96953474,239014000.96263736,121902265.4505584,124453097.33171411,61613584.513492025,122740083.7096116,171250195.85741666,129205108.17794526,111579047.14765044,113102303.36899877,78447719.35377723,154417325.4681699,165211549.03427744,67880417.59033987,57115522.88354272,78733743.22592488,57875876.9245115,107990778.13885997,99538342.19053587,49432121.66289466,85795461.40883003
A,HYPOXANTHINE,C5 H4 N4 O,110873773.4744837,282212173.4829514,62643060.604549386,58938844.52579426,128626136.44507353,73638730.63091469,84036099.26561245,145493508.0617512,199125202.83250865,295323642.52463955,101977268.73097576,125689141.37444392,163977419.92997593,127088699.89025477,117387066.2223899,149212088.60368696,98098947.3160733,63758789.9955043,68194581.87750387,54926035.570340194,89899600.72675364,58780267.63988725,90528054.9254908,47003267.10151856,29115144.925467327,66576093.959909156,61132392.87848035,69745595.38725664,170677419.510871,73166785.22738823,66161671.61049022,61200323.400766864,64357087.45579836,135794251.4359741,91781598.50426601,199056367.26172632,92921267.88150483,88963834.65604974,75357103.43492797,125086646.98993586,62945959.62456274,68781996.92781816,123120958.94611007,65066198.34041689,90025918.26437312,56473839.21282446,65150327.07091824,115512577.36598517,68977237.82305774,213251180.05252826,212653169.06580558,122829341.20417297,87441758.99702424,79357656.5226322,154912764.8836548,290228552.33147776,54757719.91001532,65478601.52824381,71785137.93274671,58178017.032180846,90489172.23758702,90436212.13979124,126158881.13728198,122277751.05458674
C,INDOLE-3-ACETATE,C10 H9 N O2,10631009.2084796,16551694.201443419,12007355.924885698,15562715.766925829,19488177.160578772,18391758.278274637,18989667.02067733,34947504.59422087,19680474.07005166,11079060.66577911,24272271.53687139,22470927.087483685,17077889.88137473,18409807.611385208,23940375.01238637,25981707.509485424,14873781.084586447,13910642.03020393,13036294.410812676,16338682.983023552,19518996.511625875,32889146.69938228,31172396.713994876,19119367.390261587,13882325.78768525,7909449.257391913,13885804.347103212,14768553.53805649,13611460.070801,27192043.12169588,29872904.71589127,17743486.04965757,13330565.2640854,23018412.652568623,18196032.106207516,14765678.134669526,9568415.625737203,17281172.971670307,16752820.446154367,40135525.88788749,19022763.347826473,8840338.792029258,16222782.130680202,12831392.920219254,13949895.351691073,12703954.420297293,21345103.192880705,12724465.140571203,14313187.972870767,18867428.44852216,13725805.620326417,13260541.804359533,6896433.719635376,8691619.758697962,10269249.295958536,38134662.29250222,8879520.481368218,6793389.974435413,5862336.205049973,8469960.671846952,6685365.730215809,13342979.68621844,9902541.507499654,11368924.553033622
A,Indole-3-lactic acid,C11 H11 N O3,25211382.827962253,63896704.89069099,32669079.880539324,32797575.96382618,54518234.58704418,49264036.41758912,44094883.413379654,57827617.60667378,51917570.21536988,40091812.47899342,74573876.97692333,27025575.50204156,47472187.953705005,136878021.90394515,39651596.194359474,60526336.72406438,28751071.298892964,47972668.477968864,29289158.73955855,37117803.48662837,53752160.4554002,43489984.461715706,76470121.06985722,23793623.487877734,22018451.376786977,24932289.955991942,56476561.860024534,32296908.6866191,28472175.490673,38282433.80086051,34377761.87440627,27204259.664080244,19570825.268866204,78848132.79888321,13541078.531510184,45588671.41805879,32286566.498517856,35252288.10190393,24940908.39304341,18654495.862904858,148247541.06492618,18180288.337514132,24106237.35353016,12253407.512813015,19326202.467948172,32659058.334431764,26951636.468351755,14680620.224721609,24148915.424815737,31827724.6304814,28115338.245500904,40624039.13074709,60536824.525641784,34593710.064518936,39158460.985892795,73459568.76393758,22537877.345225915,24033895.855694756,15266711.733241422,12808965.200471735,13599853.77804781,39273198.05761763,58907657.42537506,52379568.85538445
A,INDOXYL SULFATE,C8 H7 N O4 S,20387182.621252757,54368061.7827689,29440365.892313898,30260861.14487283,68492981.4879055,75029371.49958134,39297198.29228167,89384026.2716777,27616391.587462094,34870824.22396334,36053530.406175464,18405645.460183278,28095706.794082228,83123010.8404697,32515087.726435386,53624420.326242805,16353776.848690111,47365977.32983867,28901789.373854894,26881563.631201465,44236473.612976484,69112369.07438965,39396596.59589861,21785237.23977747,16701993.565132814,19456398.15831382,24410275.8353461,12383396.698679464,12191335.3464625,54133329.31076727,16240082.141650131,24383351.948865317,2784669.8481083843,12517790.796157751,8370070.745372294,3215928.246139184,8224698.343849265,7748168.196745874,6621295.902263433,4961491.427089262,8513224.554136453,7613242.607018887,5391069.543449962,1867084.0966945083,6782774.390883017,4882655.780783492,9822472.50290559,3301659.4476197152,3997829.892105923,3226196.9708600193,4397053.604069444,6102267.937788029,3665089.13821113,3696460.2144089635,6906254.577851702,4751444.286159599,3686430.9939859337,2623127.0031398595,1458373.4151550506,1330891.829584253,2378508.892052783,2795773.4880756726,578102.914701156,665819.8918873245
A,INOSINE,C10 H12 N4 O5,108663295.99946396,205199970.68310586,61660647.38807048,61956170.86814071,117429059.47474462,89605380.05290008,138709229.59021288,158151406.87056112,139035576.1665249,168915500.30284253,80801231.43749881,130621266.33712225,149669351.00825238,100186451.47499736,176645138.19380054,104222688.46761724,136682931.7455665,89145751.43353494,61094618.391648345,63757638.07661977,91274073.65223615,79463155.70482935,133686610.56848775,87733509.56184416,54046559.85256537,72774476.071352,67533471.45721912,80722779.22184514,247424242.53218,101894747.6606521,159375912.71205226,76022701.83199373,91068013.56563488,113643020.31647468,76526664.71986486,102369055.79780963,100175765.50097485,94355271.21462797,110890416.94764118,196359722.71739805,70697003.0574311,77807854.17385215,94096812.46465138,86188787.00292735,136654467.58378017,112293272.76689622,144367797.53646547,87626383.60351141,91588362.73958085,119159971.8309004,223508900.09536502,101332929.42170207,76385657.31555393,66216056.61972908,224615425.79107812,182192062.5148273,60357042.69153541,57093961.87596052,78652430.11958726,57202849.485198826,102413109.01181571,76544168.46892674,210877172.76922044,126460239.48381126
B,Isomaltose,C12 H22 O11,8810182.702917976,6851149.290899035,8375027.469535583,10444624.539906269,7413881.889647766,7917572.664380409,15145055.835148236,12238635.775078524,8213938.409690941,7708451.119793042,10241823.506774293,6255670.7731380975,5544967.529262698,7689962.46647972,7364296.769079407,9784554.434272157,6903045.488590789,6784564.435402126,3093604.4486750066,6246783.341172887,5560210.201550693,7045276.265275603,6886873.621027254,4921722.711805275,1921688.9570801586,5632984.1245011715,3151712.173555295,4874142.980322276,2077772.79552672,4512754.482525038,9061519.986453127,5450907.384241892,4744168.077194148,5474563.902039883,5207954.184191081,4538645.972040109,5070152.2232487295,6633461.808097762,4709579.073603789,5850371.700505382,3954196.2736983183,4958357.389754016,5362192.3685300555,4791520.767052845,4394683.906141564,5495188.725471783,5052294.1334223645,4205326.025837159,4367309.612272018,4528068.487741397,6080272.462341837,6074746.7359593995,3573156.1579142963,4878045.305265633,2985927.0709719737,3304651.4746929393,4705618.53101548,5398295.154758169,5430366.04193051,4439296.346038659,2681682.519451409,3770813.1275242977,3299289.7708695936,3876121.6039319956
C,Isovaleraldehyde,C5 H10 O,464712.4899942387,3844711.0749966986,1694096.5435349615,1716622.09558872,2740017.919635302,2391457.846542519,695106.4902722598,1219820.9335088558,939807.294504152,1725835.9480650055,2056175.2156762006,973468.4648845325,1674782.331209891,2409244.6371624065,1747417.6194340824,3648489.6955143204,664675.9980799985,1500907.8154153172,1875276.0866854715,1467668.0183922353,1951730.0064180887,2925260.5933647393,3019814.5519143515,951097.5206547356,1661010.5636290365,1596630.7609555025,768993.3649003233,1941570.8310355016,363032.748323831,850474.1544739899,2005628.5221884826,1397009.8043623369,783536.3470410515,5131027.678177887,1792001.9295311125,3631253.900273564,3692083.268125642,4877657.750390255,1701044.181114853,914692.5767728019,3255039.10802282,1514226.6219892064,2317130.9535560063,595650.5862137065,1066235.5633149352,1436513.8267731268,3352669.0899165603,1427388.7560377957,630829.5038242148,2888039.21887873,1772717.2043943678,1095684.311396606,1492528.306986644,1366562.9080267025,858659.5982398924,1431154.2000667702,1254450.1175311583,1678108.292727719,875474.9771623076,835328.7362850376,530538.2213947922,2801661.963506361,1070820.4794231197,571842.6270222024
A,ITACONATE,C5 H6 O4,39407125.4584497,24162317.826113053,24137838.638937585,26030779.782948736,31576857.165640112,85251116.33941138,14930207.702571196,54482640.7658609,30651764.872692484,33066489.64217642,36764494.54276474,32357357.728575647,30419552.35116441,32719453.364212595,46875264.37991195,31181409.6369304,14512808.871629078,16956744.341557298,23906221.36159216,16787689.80301886,12128342.460379139,17772059.078185588,14234314.64611091,24914368.490242954,15722996.173754074,15877791.334926508,24024103.830602143,16450975.485247424,12575252.980557,11157757.013002014,24341484.013895847,15704631.104685543,8382465.372170569,13076187.402143296,36090691.455538206,12370412.50579271,9834090.898314735,24300773.576529495,9207206.25085277,9995507.90995523,19290359.609471302,14091540.564829687,16246508.261007331,24842791.86954488,10322545.889422908,16302998.293822128,10878483.983251514,22192690.38980432,6532223.8291478045,13815242.603286795,10247623.773606066,13881281.483343612,7962997.519369615,10782788.0676208,8472811.195338713,7999673.756263827,38543938.204020694,15832967.056815065,10553486.821815414,12976681.673900655,10225595.82241807,11021242.916036056,9345705.164127938,12200811.381965142
B,KETOLEUCINE,C6 H10 O3,1058766297.5771424,1989403378.2307725,1383358728.1653032,881067176.5407698,914859268.4567912,1228974804.0154676,1425909879.00901,1468260632.244698,1699097046.9456127,2166352453.3402624,1027416726.588771,1116365831.6818247,1571646221.448834,1133842259.430952,1146823544.0780852,1742234999.6169872,1046776102.2262521,547955858.5088515,622750575.8514374,628363729.592922,691871665.1266876,810522720.2555393,1355049870.483742,545534878.7084527,791429253.4165812,721374819.4055932,683953701.4594193,1098519636.3204467,861992791.580842,301205140.81925684,390428535.49769455,534538368.8555654,697906816.297922,1062678872.0115882,644216508.2876909,609025689.9467194,720252060.4145904,718122173.2396864,810576158.6215829,921402284.8224773,1011267677.8000082,782356779.0262824,735235868.2324679,609558760.6769313,504237639.3956123,996183633.0787454,685029941.5055016,842596815.3056394,535330303.8145385,815285158.6725191,968853391.4914075,890073733.6926227,640437068.9031016,582396132.6348605,895086809.313548,784067182.0388461,481011127.25082356,608598056.4309096,645173318.7440132,594806304.9946219,380609882.2289446,511765663.4028418,529135638.45338243,620782965.6608098
B,KYNURENATE,C10 H7 N O3,6633763.826139862,13076573.499194235,11449697.468202444,13640943.34827871,21443790.601268817,23278301.064688418,14198481.547427427,17270272.84859154,7227427.650549586,9789796.451623853,25781390.61532521,10946469.427329335,17349035.441903643,21137103.991019983,16514229.024538431,9859477.381554388,10426615.009757638,8015544.203974202,8648727.293190878,10343583.200972488,21587359.776038315,16587437.803036423,24427884.44919688,10938832.421910247,7386388.358471651,3101594.8799735615,10493257.488457087,7833601.017967891,13194191.8063622,20532664.609532256,17512072.817658115,8307426.3909656685,3416887.4885295616,5774373.24564228,6366847.368331814,4743580.356767391,1656261.7297767305,4039488.3843888883,3009693.92488793,8826442.308906725,2526920.118989166,5623493.652381768,3739069.8588665333,2577074.821264546,6519616.87296749,3047526.6650715456,9740251.337193975,3492485.366180664,3191037.064265965,2623817.4868302774,4296551.1170828175,3817926.3889402393,1761415.0608358167,1411805.2753870836,1423112.3883079197,3330950.555856242,2074729.9590224475,1081880.1051021437,1586795.356480135,1713935.3365762194,2471840.0260167657,1590071.759830113,1138477.3731391719,1654533.810069823
C,Leu-Ala,C9 H18 N2 O3,446714.45487591025,976497.6836256294,2528933.455488536,825583.3493093012,1163900.82638993,10548763.734563202,16220720.937493525,5024730.270755295,528917.2228867371,606270.390081295,788734.9669487366,369282.05685379263,707813.3125609581,945899.3089483343,540881.4005721172,699180.7859316577,2901419.3410973516,700854.177559804,1783545.0074281746,4666580.41239955,883655.6920266927,1071061.2241291658,815678.7069865989,1627335.6348930735,305282.9317310727,344249.8957582315,414053.7611012629,560340.7531034818,248174.317256957,580046.1394926541,357686.39825645473,351399.18693813216,470096.52795526624,802827.2378416987,310532.52290950465,754469.1335401261,550161.4559962475,413179.68593981164,1051324.9845712045,1006884.6812008166,345681.7607697463,448464.4551083584,309272.16517936677,401675.1508821229,315811.22547924554,309788.95488366816,342455.0330837806,762801.0448164409,639267.2969349038,667949.8356066293,663639.1936243394,691589.6249182505,485267.923649269,480327.9937159156,336642.7805947222,354087.5805558139,491136.22858595726,362379.7673388526,282392.30400116974,308311.3432947794,474155.74778533797,373923.14419985167,419346.3885636191,779467.8211620668
B,Leucine,C6 H13 N O2,2370452704.1194773,5215353236.842459,2686990709.286374,1659211830.7490976,2787998029.2604547,2912909328.282739,2718503671.7147493,2569695043.963947,3252635124.9028563,1600683541.390649,2175452610.685709,2337258678.5483212,3423914569.911489,2569573838.0843453,1836105877.4932137,2080738057.6341176,2554037678.669981,1659773014.3303134,2052493109.50156,2090132100.4657545,2318130724.878366,3740478530.543339,4353450140.998569,2000183501.0496938,2589963689.1364584,1286316091.1018436,1798060389.5650306,2110860381.668754,1856250679.25872,1555499495.761777,1630273397.9206705,1913714705.119209,3815257158.1652174,5390237240.401541,2868007274.3889403,4316957728.69732,3612902093.9560304,4249020039.5101194,3811927459.454024,2670987261.524718,4472485737.5480795,2766072970.456657,2807056314.031532,3219176008.9959793,2203028931.7527146,3489995041.7262607,1991711578.633731,3236904296.391537,2991940746.8980308,4267161757.4880676,3727486798.6910286,4165752734.8114233,3314518827.566997,2626618933.710728,2891529664.2729545,3799759612.251453,3157063992.2798343,3780146254.920783,2313368672.1329694,2828850589.6153355,1995533874.4699965,2698587774.563506,1904314135.4090197,3295784304.111795
D,Leu-Gly,C8 H16 N2 O3,1471773.2298139958,3217230.0091225062,5595679.736188679,1913203.1314516533,3834660.060227807,19160825.18353586,20311546.510307293,8980989.490806872,1742603.5825245588,1997456.1387282657,2598615.2834383664,1371435.5536037628,2332005.767358851,3116418.7006136556,1782021.5065292101,2303564.5081607546,6346816.146479295,2309077.7683080826,4479510.204907214,6041022.53995828,2911347.008591694,3528784.9317591586,2687385.8053365494,4011443.9576881304,2085160.1212668135,3015665.282986244,1364167.2765254863,2106540.9020470115,872681.884272667,1911056.0915235819,1178455.8567030774,1217277.237402528,2598950.646300349,1921410.2079226049,1876200.618612623,2825558.5819136887,5225397.784810003,5476180.657589869,2684014.755391556,2780289.389628746,2153984.896031838,1858435.389427244,1901920.8504028742,909596.6798727311,2145433.4430973846,1918748.5562445004,3591462.2255284125,2694800.9096574215,3936195.524847407,2479958.6425645263,2376638.738788482,2185829.5246114386,1593012.1052484876,5556216.2824808145,1109124.2449879765,1166598.9680508978,4045468.5752142835,2221264.855220319,4297999.492253994,4232123.930754202,1471692.3480359013,1008526.8457578665,1994960.2315363486,2072354.2231403447
C,Levulinic acid,C5 H8 O3,129855230.26775722,208939990.50527325,130532430.15663472,95755984.33465172,122608647.1617493,122254995.17511633,164825534.8302863,156528916.66160095,194951825.64056087,261811339.93666786,123536070.49910364,142770943.6062819,187929410.88832492,132069675.28626429,150941052.80863824,227012558.33342725,89145394.67252618,112017958.64008206,80665053.95043552,97755571.67561944,98231397.74269937,55321704.36127967,138171415.3562194,72649135.73712054,97785013.90203618,91219475.8664608,85472223.83571638,108844973.35518502,82427185.5496798,24891013.220072314,45447634.456381835,74988837.89938384,34393616.618782334,78526921.94950859,28791774.605661243,33174157.947205752,33983325.770261675,25141370.818250895,46385171.121196955,89238152.08391994,78305253.35691567,80225553.19658214,72894515.6379538,26245864.760279592,33446172.3733215,85247216.91665538,80331449.13880803,66379081.888116606,60687073.136813454,85507313.73699537,76545451.5711299,40916340.15762597,29084523.46064737,26799286.100870162,72018196.79374245,38465756.19427943,17315984.631492637,65564071.49291609,57843776.63555214,69789253.0907494,20957984.791775584,29133795.070120227,58313162.958000496,28993252.550402265
D,L-Methionine sulfoxide,C5 H11 N O3 S,47900806.63367375,58699274.029185764,57947170.04042226,41111069.84037141,44134747.01694938,50740485.37059301,40352934.787216425,64017772.858710304,40479958.92396463,35049213.72021641,52347771.08044906,21593828.637111027,48328705.01093144,38772593.90229121,42322921.379262574,66372739.65356056,54861244.90981505,32319772.485499267,46135608.83726754,36358233.83340105,38126958.93054678,65055989.81627647,51810204.22435706,36891830.10189141,42433093.06552489,31236397.55548549,30907996.96872805,32461476.329922706,23753472.4294698,26480810.043860473,30283177.203354258,38896284.44515429,59604366.49689941,61604548.60302448,51231743.12727113,64594498.86341666,55170354.1791276,74092719.38777314,58710603.452226445,40870999.22811526,54922084.80637808,37858825.011884324,46195830.85413408,43227795.54276752,41728439.63183395,60562940.511995815,44932028.28205184,47273869.22062747,54037557.49121522,48415014.12614912,49240333.86355286,50933772.77144448,53646696.62224846,46287244.932448246,35703037.31701103,64104384.7956344,52857158.60909615,47096079.1517305,39095445.00451763,35334311.52115635,36674975.80778315,33642214.56130302,21682469.81767795,43762774.389753625
