Tags,Name,Formula,T1C1,T1C2,T1C3,T1C4,T1C5,T1C6,T1C7,T1C8,T1WB1,T1WB2,T1WB3,T1WB4,T1WB5,T1WB6,T1WB7,T1WB8,T2C1,T2C2,T2C3,T2C4,T2C5,T2C6,T2C7,T2C8,T2WB1,T2WB2,T2WB3,T2WB4,T2WB5,T2WB6,T2WB7,T2WB8,T3C1,T3C2,T3C3,T3C4,T3C5,T3C6,T3C7,T3C8,T3WB1,T3WB2,T3WB3,T3WB4,T3WB5,T3WB6,T3WB7,T3WB8,T4C1,T4C2,T4C3,T4C4,T4C5,T4C6,T4C7,T4C8,T4WB1,T4WB2,T4WB3,T4WB4,T4WB5,T4WB6,T4WB7,T4WB8
A,Nepsilon-Acetyl-L-lysine,C8 H16 N2 O3,188351947.83711186,244799241.22243032,236033327.23990494,202535812.62146327,194180854.48946178,149768125.34298953,183025068.8082477,197506284.49780598,183394911.14102325,182846218.51066452,203281111.42981425,187547417.6574027,249776847.78701657,210467897.86454532,258620290.4743672,231868003.12013364,216130330.75039163,280145703.8064316,206687242.57851,177008769.58542347,186773340.4107804,163107494.77230924,215439705.02199262,126345333.44031504,217097371.7541781,164546632.38136992,153532790.87323427,233043236.56106654,133141338.882167,130821683.18307331,182784301.18917105,146941578.51882184,122511463.95997919,202032189.24216676,148016504.98410526,149261229.77237043,189187596.02720568,161490804.7154727,180995314.87505794,143704557.4226048,186528258.37554947,175938530.28273794,161936575.8150036,174862677.21556997,150626741.85016984,132425896.80715525,234164647.14386818,128885853.56623484,146733341.23402023,224989690.80607268,184042588.87848622,133988971.10174537,212548819.74127132,160881362.66338956,138524088.92335945,166854024.2127403,193140605.8005228,180974632.5550685,177293964.61791387,227208664.05960634,154679182.7369423,248306145.3487583,168845259.9481039,159239331.3370852
D,Nepsilon-Trimethyllysine,C9 H20 N2 O2,1149464.320911956,1202538.7682523036,879811.5896554441,1314167.160084725,1471514.4235683696,1304118.3491549308,1495019.7380328558,2310869.765916661,1346700.590879523,1060398.9355831426,1697102.984809501,1181866.3832729133,1391414.9658880348,1421294.9726109346,1474047.729674812,1883298.0483151923,704067.8108436539,1046906.0207646516,395334.0608737429,1199243.1908242658,1203072.2492198742,1278936.6150281192,1264360.7318246083,1016685.2812102569,919914.2098169368,911592.7894813778,825707.049042049,647514.3787095656,1044539.58215842,863426.2175764942,1182057.943235171,1246668.537124155,986645.3756257198,1200780.7741227662,1211747.8929094544,865850.404266783,760406.6917032157,1122157.4080905044,973054.0327451846,1303762.314609668,951862.6133585111,977736.1622933602,1155777.9371286933,943836.6322964128,1207682.73776778,909477.6793778129,1136234.5117978745,470958.0033366677,866786.7581943737,464007.8315030669,1286012.8629278003,1142387.270129741,1053021.9908114146,824617.4044886391,707312.4458147081,922023.638489407,519177.58548871137,345699.1992097411,1171389.5647469622,913975.1782149872,529879.6211317283,773809.0389402882,506364.4636343642,770579.5625903569
D,N-FORMYL-L-METHIONINE,C6 H11 N O3 S,6907275.785972546,9091526.987078305,7972236.342831082,4887822.539101415,7661109.224157366,6889968.975643137,9201635.601941902,11497780.062931826,10285712.278887508,10448547.046444194,7078079.222537416,6524704.973457954,8392671.519860465,7952358.640984968,8547087.039448658,9966514.594329104,5440637.834069802,3791302.6113948245,5713569.293234758,5152075.613046174,5822719.001708279,4676075.193245693,7368707.969923949,4215561.362522443,3710216.6097634425,3118672.997429634,4937629.731384377,4472274.770513926,4008645.29793302,4317838.902421007,4639425.719494545,4303643.101803598,3922883.9210233525,3128636.2417753562,4408424.576528127,4069576.3391349916,4455329.695803206,3916769.157101299,4015505.5580658154,6149699.7347634565,3623294.8626895323,2552355.994168885,3537398.295503148,3510407.4100454515,3243249.51244662,3988927.3412650772,4521408.789632358,2774541.7009583325,3740664.251972351,2968558.2099940567,6297544.077042809,3235063.1189401103,2964055.635983372,3420115.014613606,4484563.522640785,5506766.349921686,3211713.2748701368,2466966.133970725,3129881.3584297206,2742062.129265325,2403560.8014544295,4097322.1382872965,3592551.232340565,3360683.6367999255
D,NORLEUCINE,C6 H13 N O2,1600976055.541458,2073710702.312368,2077512838.6522348,1202125478.709329,1120178193.0176904,1766192663.3290665,1697491426.7513413,1626964638.9089425,1319402040.4297175,995914890.3810059,1487736342.6151826,904551524.1401017,1402097116.158472,1041416087.4043101,1234494724.9028323,1649645404.9800303,2040948603.3514986,662107625.9815845,787222554.2062795,804880794.8976436,882988196.0740877,1454984964.0970697,1595049632.1315372,793015606.0705748,1042489004.3026513,838905507.65526,678133913.2749629,1669609093.067091,708389620.162747,591762037.9379498,631779566.2828828,716289063.0922976,1441835648.9420652,1882958115.0878553,1052378743.6281694,1531578072.357352,1301922059.4557695,1523760778.657669,1418815959.4646873,1028644278.4044253,1591889069.0126364,1039221174.6832304,1028893087.9658967,1174794834.83301,798649791.3331857,1226073367.1473649,1190855817.824518,1166038987.3775764,1057849188.812988,1546061417.687727,1359329069.6024387,1542269118.9151428,1215892201.0649624,952135594.0906345,1019893292.7672504,1338945031.1906796,1159957786.310633,1435178504.578195,868349574.7476404,1056080280.7535332,729520420.1397626,1024231086.944863,729108905.2465426,1199879587.1594996
A,O-ACETYLSERINE,C5 H9 N O4,352024502.771917,494837851.8547945,473797892.77171165,329736417.7078318,414626078.1451874,374383528.12638193,419437042.83113277,544795983.4003433,483142345.5010851,499641071.8561425,473984091.0131325,323442943.8190795,441893526.4225466,545709509.0504405,398621325.03432786,488721896.02102953,396258016.6342994,242947857.88140753,350857728.7614461,264807209.41080964,353909203.0347478,350856331.49064976,467670969.61677283,269762661.3503296,267801626.08915135,254754927.89794922,306050229.4878441,333031535.33773917,219835782.938716,243302500.90521836,314186087.9626388,268818060.51562804,309176511.897506,563574553.9110576,289086320.0364571,396620852.54872453,308824115.6804172,321278897.417102,301487847.18581414,306779604.39236003,565156724.778104,247478870.530919,270560264.49106675,269879635.71962595,225727622.27038443,443016235.2214879,302674848.8626572,252807583.30009308,269738411.811563,331393162.09255725,398663735.97249156,279096831.6149633,498117511.91574657,266414991.06327733,355440802.1240775,476990869.8854665,339017061.50434196,417087828.36364377,265021697.3071552,238835160.78794965,198432865.01872733,471223468.5190823,187567569.82441834,524572832.1945818
D,ORNITHINE,C5 H12 N2 O2,22762618.112371888,38666077.26923608,27178273.82904175,17679346.279758684,20683439.828519426,25867982.22833781,24235794.33881584,37045195.666654475,19779576.93019855,27711110.708987467,16584773.656705992,15183800.592559,22110752.010662366,27288236.873535357,22242843.87013802,27052304.990717534,23233953.724574596,15463583.634481128,17538630.781729016,16060827.203258544,13196072.135160472,19320650.359212667,24129541.57088661,12714754.500189014,11624074.038468195,14483967.05970706,9580719.42106068,19233608.235962085,7082802.09319324,11596777.840773517,8979628.715779739,11029029.50103504,16793894.715636242,42204239.31729555,14967509.43974767,27036168.794678453,22304940.249038532,24641706.736081257,17676551.40927381,10880732.768483689,28058397.70525279,17273112.81150033,11945802.665294545,16394964.231933435,7476316.35048301,20866121.28484456,15214014.103864893,13937323.553572956,20234137.849181004,32001367.382861815,18360428.054720055,19270730.55887743,33103032.86015237,19750745.088422928,20425344.52804074,30241156.278328165,31300835.410368722,32807063.501943376,9973405.953431588,23251188.543621596,9927910.850555295,24125771.606692627,10698859.838879531,17967067.073600788
A,OROTATE,C5 H4 N2 O4,13473955.510818986,45863272.142013304,23901616.641853586,33921161.53459487,32945809.553501673,29800673.92184748,23413147.283857178,39977603.30529972,24183667.724679157,20539338.292560715,33297616.23670636,15389458.443934677,36316108.09933896,53409769.791663975,21817323.68328737,38420387.65107889,24028077.517467063,29019849.937650718,22948892.46114873,36396752.34464821,23561610.44586035,28242908.840774167,32411907.949891865,12781411.410218539,11086661.462078571,15638101.60086957,21202644.65209076,19890796.64026319,13433790.5349178,14792435.152416656,19969463.50263504,18922173.59576974,9025831.825661398,22951924.39929843,10389181.590678295,16594146.729084602,13491759.638786564,15412086.702370428,9194705.765965663,11807121.762014966,16136978.369402153,11513345.930561375,14700483.821374455,8809270.282616034,13351380.745693387,11633164.777630568,12723912.055246174,11050708.664529147,9110949.488780273,12984010.601125387,17669090.254793134,13712167.655096695,9858377.0895519,10255185.35967491,11006084.118771102,15119435.147752732,9711377.889181165,8085361.527812842,8879762.41536063,6900431.6796992645,8963301.436050894,11344635.317483813,6271467.503087458,13464931.039953537
B,OXALATE,C2 H2 O4,163700929.2469397,119162060.37306888,164382388.60672742,149150641.89932054,187956827.66570315,211668440.49420282,220837253.21733704,189300293.63705495,173638807.88765973,229943261.98200703,139661653.03042233,202457096.89686114,145634764.4519627,138429222.99277434,163537308.4474,187024071.59923774,150587678.34558174,206489378.41048494,236293594.00520784,152803344.10043976,252289850.08929124,265283340.59015232,196641898.19460598,182306950.53590274,170156660.34620747,145304541.90523437,169701649.30095306,146119354.32710415,171111651.727809,117302487.65353902,213694452.80033576,171711473.31795663,182264023.6772485,331801545.00889164,255977862.20628756,185423030.87663817,244659435.6256107,284641714.5786194,288021224.42353565,191155134.5459208,223702149.14507923,224464730.26163137,191195286.1087205,239717656.86576247,212635142.6565337,155928328.54087028,321781047.99507487,245996201.32374293,261750850.87462115,257175066.35942617,238831319.05879647,218238337.1603219,259305464.324945,205648989.7399129,242133507.18913358,284280424.32238114,237902590.65396446,213543361.0506326,179399312.41537783,258987817.30742726,156530049.3900548,147142102.39401972,205346087.98278105,226461457.02797785
A,PANTOTHENATE,C9 H17 N O5,122695778.07128373,191920048.7425907,118767544.24333009,126126617.97779866,138550272.5497624,144394706.73134166,157858794.39294133,163962266.76101154,125424369.75403887,179125478.12922546,123911514.33665927,130663572.10090831,144459540.2507089,119662603.7611091,134476122.87635022,182346078.4708383,130261096.65393148,158148923.62647152,116863765.80304304,127464320.91509426,150844070.28731242,146783524.0020528,135833789.35401937,96335901.60840172,91284123.8457545,142527580.9468717,100196994.81088474,106000076.5946999,110412002.676501,89778710.39627834,113189076.49417177,111053823.02979943,120469184.33201964,142501374.73023972,118060220.55076073,120712434.03231566,118808662.41520227,133735310.07971445,114335352.33933671,134301558.6716728,109718196.54557051,179262383.51190332,128294338.77355987,123093046.23777369,87920569.68789348,135591899.13277996,137951411.54498962,111927180.35322982,111535348.92699157,111881637.40409377,161771926.29794383,129799771.7588162,140758750.01747945,110032217.08037671,95259075.71250199,100966962.09410992,84366885.05965985,175673745.32408708,135990365.91990495,131322721.70408383,73229195.07850243,92340556.43458214,158649683.52072915,122705852.36633055
B,p-Coumaric acid,C9 H8 O3,7295924.618347135,9934345.215981748,9624809.190766498,11896113.323096683,10772193.9178071,9713453.102846868,14838060.322232872,14684472.094645483,9550630.72090832,7036753.041017633,19060760.18911227,5908726.465980224,13602129.563371252,9688001.187872062,13060069.89256072,12754677.454181982,10775202.540613875,6948342.589691561,8304318.42888659,10453473.12293893,8437593.326696245,17828003.414197303,16655398.09786023,6119545.715480121,6644550.0676027825,6903860.561680494,7053653.10104304,9982788.64086816,7063607.12421287,8801501.33022778,10127165.714647364,7297817.922979281,17076968.106278714,19080911.543580476,17077268.277422845,18432019.595057346,8533275.96488394,28864336.669414073,27669659.664915446,7870966.918768994,15001431.728260713,7180330.870491211,14355023.208441513,12576984.551838234,5261448.097048972,8011745.954474781,19332713.097176414,8060957.951945035,13824933.251551477,8337716.8618911,17499998.515338972,17036772.804046273,5333333.6297733,10385240.127825715,7427651.436497527,9796958.867735175,6561050.835511993,9690590.369804196,5929208.573689451,8986630.27046934,4205335.101844628,6688669.696611738,5434206.147856306,7720591.083688475
B,PHENYLALANINE,C9 H11 N O2,1857861193.9639919,1955701706.028765,2137882332.840059,1358211792.2204883,1264813659.369063,1809065679.1745408,1839018380.215007,1980587223.9573011,1632973030.4912324,1228067587.5569499,1921187935.464087,1198758872.0692165,1807098459.618819,1311798576.2306666,1653945847.558477,1657793613.0249872,2261575405.5226436,920659962.8128033,1053007896.9263382,1078308958.1049283,985433599.3739682,1552709111.1616347,2169127590.2138186,1048208076.1439273,1265526134.7299168,998421553.3150617,946867082.6860609,1697944125.0641553,985408590.837606,891795074.2550972,1096058187.6849244,972595934.4520801,1908665014.9221127,2145917196.7298694,1360355849.9777534,2070277145.2619498,1626420194.5138042,1911837531.7915444,1700756049.9909632,1297401675.0769405,1698097261.6008701,1175384069.2428694,1342960673.8134823,1495733525.9112618,1067216775.99966,1442434174.7120476,1797216083.2067342,1386266477.7740376,1694943644.258269,1829523287.0352385,1633819727.2702312,1828533471.9232855,1730566665.2767923,1227827357.2013266,1484944928.015137,1668323305.0186224,1614998146.305721,1524926269.969075,1169217981.2469144,1434417197.073538,1015939336.1211779,1334964325.6389565,1073608482.203677,1430399857.4156837
A,Phosphoric acid,H3 O4 P,912387590.539844,1755587570.4002538,1069528443.5701649,584225318.6671431,926150943.6283864,982291420.6875696,810388982.4576203,1725316559.964704,751714309.6069461,1130391853.7084684,860471576.8577483,832171316.1982635,1123582982.9589365,875865282.1700684,1154601024.4613879,1147817178.0875418,522472808.2131591,515154378.4496141,722893115.8454591,914038007.2450293,753609315.2179562,1423280096.9008307,1060145259.0660312,676546093.975031,715549675.4435171,711774315.3537357,582215385.1134214,838409535.8297085,755557660.625263,568057568.6569005,744923286.4533007,655891711.0028532,461321519.51047003,1234974608.8528168,869256709.2133712,1445767938.0633059,1049971938.5594956,1702070650.111145,1130988945.1404219,927116865.5652081,1015106943.1727564,735028650.7387661,742562989.0248966,913070657.0409442,800953965.4224405,816353321.718686,853658053.7460178,879534286.8905302,747612719.0875804,967425048.440101,664108767.6880676,878134713.5581268,764119376.6388593,1075325688.4926527,1811080746.624691,1138310705.6899614,698596386.9384913,1239039411.5076203,573588731.3075927,1046544363.8839912,1128377783.5509207,718848020.5888236,844966456.9026868,974372500.3424544
D,Pro-Gly,C7 H12 N2 O3,2561044.902799039,776452.8430101477,1141869.2551395397,843477.2349231862,2160856.4297839743,942866.0526220457,7207409.793584728,1616197.6207974844,637802.5823063459,3460259.47413652,695008.487830304,341230.0569969798,887375.3443827243,236115.14640579637,3278945.3285520435,4938672.5406231545,8576008.482516743,434369.8833064991,4739156.271029619,4277623.785216638,378584.7717434398,2192681.7403025376,908204.7152001305,986644.9199824908,460705.6634452631,185381.2481044618,255421.8290114274,567724.819432209,1331104.49078334,1590096.736196782,431204.23106704553,276773.89902289386,201848.57938468797,3122938.9015480387,300844.1613595121,606274.1178938329,402014.1353373777,347813.8628386923,553743.8752033992,1622370.910433149,341806.5342587402,205405.3545287041,194377.3310030288,410211.14253060997,273608.44478221994,463373.27817656106,516829.04515279754,470167.7047945948,272710.1970582682,3423641.4904536745,364587.03773138206,320573.11634962045,802177.236529754,392505.7054430664,429248.5717339819,1505720.8423136103,674448.0583116383,2488403.112461934,1364710.2748423873,429402.0292125804,1009334.993593607,1171353.0444879313,292986.8377992554,210415.8196000026
B,PROLINE,C5 H9 N O2,1521968446.0126984,1916194644.7430263,1782036986.6294959,1231398025.6492913,1110538101.3275352,1390245701.998813,1046328735.6788609,1776074689.0195808,1331042463.4350567,1455178344.590064,1578067197.0400608,739163840.5598937,1427698936.7561378,1248883033.4034536,1378720530.9963953,1703135215.3431242,1715534358.7496767,776588899.492446,1007266871.5279566,841542949.3521669,902501846.2630281,1382693131.09354,1528534306.1639478,821237249.4905682,1002540482.0190834,779510094.3956254,765280785.3671721,1302288871.365642,573729125.663015,740701559.6447271,797044594.969146,857267357.5297248,1118917950.8469236,1613859491.2231386,952255475.554294,1818105673.758315,1287083762.099766,1535041101.6579504,1451233658.7555773,810320196.6519616,1418981349.8885918,809048580.8528107,924584458.7580212,927273057.619248,565036214.3883796,1402912680.4018812,1213432902.3590577,1034013162.7632314,1058924973.0078934,1353781842.3827257,1114385445.7788446,1160844888.7783082,1185073265.2853284,892071959.9455067,944800187.3097343,1378972888.1607237,1082428322.3347576,1280222713.7446368,607299359.1871673,983231347.1775715,700986835.2447715,913912220.1922778,651643447.0798262,1009033989.2287291
D,Propyl 4-hydroxybenzoate,C10 H12 O3,5330426.116037761,12406740.266021237,8733464.948571932,8696321.985794917,14786370.36746525,11079404.229787055,6623054.294468369,15106420.34385291,6852880.444485608,8836333.202611307,14068751.37158711,3285483.8245753045,10666814.900698278,14752041.073536614,8750370.973168585,18128518.09457623,9055540.006644938,8910815.483530035,6892587.425139303,9031844.969147068,12228848.048664162,12900321.208551945,11977836.47178141,4983286.058417773,4527176.130414346,4920089.9508441,8225468.535413896,7139303.909726812,3175638.90474753,9937619.058947328,8080854.530678223,7218831.216869988,1492777.8810379826,3851023.342545076,1694945.522041432,2209740.024008621,765161.7115585898,2777236.089185178,2161432.9313305942,2361503.140869912,2951598.086939156,2089781.626270017,586757.909184249,3990537.9793125717,2861024.046600822,1580585.6742224167,3356404.4295362025,2098891.5039279526,939231.37755506,1633599.971917558,1474740.1403810983,986139.9500838773,850149.1822911105,1885681.9332887284,724842.2154239625,1923135.7668284199,703581.5034601814,813001.065363755,620175.4609712338,578061.06426065,853689.478740144,1994709.6227664046,990843.6172107988,1182007.7111807358
A,Pseudouridine,C9 H12 N2 O6,60636936.110057876,57674812.38825428,62191821.615279116,46451114.57576195,76167838.88778877,60459034.83734572,48875229.215912074,53013288.08506227,38471566.86097982,42308648.66075471,52829554.17877494,37468409.52435031,45721028.284932494,56997855.27781961,47390181.34965787,46186196.55580238,48613015.061915696,39910476.128873475,41321834.67224979,38882584.10765569,58777096.214377165,60105960.11060368,51487751.02414561,27342566.70530897,29935842.592695054,31489884.65188022,31834618.134569347,31795740.330566265,31254054.8940035,34349696.520760104,30572091.369410574,27384718.891550127,33264116.652105696,34038065.683835514,36120177.66262242,31128974.965982415,33997916.909258686,36108409.26085804,35057146.68046182,32051791.557249922,27239476.842000745,29713675.433076154,28599503.006330647,26662129.584366675,29724917.79588379,26011393.282504123,35294038.016175464,24763117.164296266,34638485.167983346,30194545.66092557,45745950.277031034,31935503.467211615,28498554.338750847,28323975.31237816,26890975.110639933,24447080.72318488,22180785.58190509,24677948.868409537,28786342.52071321,25490483.095855113,21799871.81546276,30041045.60357982,22715057.158306926,29378069.83570319
B,PYROCATECHOL,C6 H6 O2,20254860.27615065,27820581.33896192,24292222.043780558,13025070.930374263,71862763.2508225,30115083.277737558,52263197.60936789,43967792.318840146,29945218.90201747,29542937.190203305,54519021.19162631,31174048.178974614,38825367.45514197,24976120.443091385,29980649.37478463,44202488.51404448,26108650.209099323,42274843.85461152,22984360.73109425,19796111.073044103,76790552.6270186,56530284.17550068,52062464.25668245,32685393.4308047,24367491.510804687,17137281.39676311,25312711.236574408,12746485.369566876,33058671.4007116,48560960.51204114,40856173.78694504,23123448.165810425,4159936.7561480496,13338957.664107783,15901822.757522192,2130579.6790012093,6348669.004253419,11980435.83872451,14981847.647846546,27429966.15660807,18860921.395301823,28194974.650837667,11596860.685885267,12282397.145014685,25615051.87378677,15866751.893932207,22728156.492906354,9320587.912124151,15987675.674790516,30999616.865437265,12521354.345039768,6444850.321538402,9504285.628300713,9012115.212290594,13198314.811839469,15119263.094453434,8894940.40885263,4113722.22205614,13652426.836449748,3699896.970771278,13298996.251988146,6614398.833721299,6862807.100898926,6249879.939577177
C,Pyrogallol,C6 H6 O3,42867348.43224965,76739044.10613516,64454172.0104561,56902998.247530304,73994108.23345815,58063647.944922745,44194981.20575495,118826294.93853608,83898739.18271776,67949004.04516642,62499607.91832033,41118265.227251135,74224610.40575755,105131384.28647512,45510597.79724038,106266399.89360602,58271147.33778821,40897432.20191412,99274189.13029385,48185590.76378025,69371470.12898622,65898243.51311571,93076879.98712866,35123561.77545425,25163911.104086425,40970244.319999434,45139112.01354745,53657288.07021422,23789345.0060783,31829362.117446743,39446376.779908836,58237432.931360394,32330267.122348264,47649741.751043566,33953466.13463351,47249518.32314483,53038064.322537735,63947964.09591802,38395618.902769044,29991624.287139434,37769731.87541064,30687398.61203749,26578740.39660839,24789127.080818653,28568081.94437328,55249284.952425785,28417572.875826526,34088928.96134274,26848261.146522805,33410440.651673827,36162082.28280063,26898408.11469658,30495699.750876967,33082141.701365817,35729996.40749906,35363074.98245727,33426827.61757183,26710464.985118613,26900405.38449694,23864324.40661533,21775959.646641426,24550585.0064978,20660656.732927926,21887442.127310406
B,PYROGLUTAMATE,C5 H7 N O3,8103236574.5908,5381041048.762728,6397093079.923409,8789317310.558361,8481459659.342606,7689092617.873526,9467375049.295748,9057295416.090305,6952127597.904758,5642517298.05775,7477267839.952158,7315026367.799377,6853379039.21595,6387092422.394813,6260583451.576138,8768204598.067123,6883674863.516505,6039426893.813282,8115250000.374775,7596414047.700772,7678432932.567835,6930399186.752367,7026403265.365278,6343295207.260556,5656098450.100536,4877986117.406189,5441670021.006556,4951185424.149807,5832200418.18534,4462517749.7655325,6539032502.616301,6227513381.250049,6723907598.308151,8526174513.932343,7666468773.264266,6989602902.367375,7360710235.773198,8238774955.613665,6558565412.828956,7290701134.806113,8152574542.405508,5389134006.624091,5566338534.19713,6892461603.480697,9946484464.651184,7859502434.984058,9059971361.208586,7320612455.956204,9177957952.844036,6642536472.161444,6461130893.288785,8282966118.045897,10620024317.399302,6816651377.9488735,6708354635.471164,8571504755.947293,6836801221.132114,5540808461.770707,6968834540.869633,6297537906.948426,6272103876.973947,4650731153.385728,6643618776.476029,6427529050.464633
D,Pyruvic acid,C3 H4 O3,38194870.44059611,420908967.1632503,353477772.1612348,100137939.3990161,92603649.04639481,320158421.5646354,280363908.5949027,676423407.1837872,266552224.61672786,494703230.323785,48931946.58142603,206523374.8527767,450289545.0264102,592577475.0343503,791773949.8793741,278908355.1685144,224404845.60480493,324994316.19341874,111588858.41752769,173736783.8446459,272349610.39987475,67963824.70963942,435452261.2226949,165147022.4501135,156704384.05753806,148835629.73108047,292836039.9136795,307320629.7480485,809774124.318608,184813605.60732257,217323663.40165058,137758334.2067897,62095000.29714277,231642046.57346436,508720369.98828965,220548998.21656275,137788638.52705038,151832596.0239231,257430482.78426558,299261697.2143976,325879852.8518793,92253696.29779862,815540279.5093024,27528805.32876019,52251992.478183284,495477829.92085856,363519545.5284544,384950652.2627743,47005750.020357445,172138285.8269625,823609294.5069755,99082868.38813983,202105648.59548897,419751579.9285972,586099580.7487223,117504021.59140487,28992857.085829664,78637363.74624683,375892531.8095945,69525985.96528889,191893824.1910816,218616289.2713493,429469271.03612757,288880541.8687426
A,QUINATE,C7 H12 O6,1576141181.508055,2666490562.9639187,2316298828.3084064,2309921116.0433626,2329075281.4894104,2181873784.9544425,2183482466.0277743,2847237696.5848236,1992803529.9152393,2337159211.9517975,3074838500.04446,1439549120.9153767,2739643275.3010874,2646470119.5338335,2707573810.549657,3235619352.001641,2192690068.278169,2129965916.4457996,2262140884.173609,2126008914.8915234,2130584018.9297888,2322870541.7320533,2750823846.8214073,1518727834.1084356,1472566958.6917052,1617661693.0945709,2025067163.005838,1979517707.7474566,1197113318.10598,1358854758.2842848,2239089731.6967077,1712618336.9128187,2121603129.2335386,2161123818.5204344,1767404650.8731077,3282705922.85023,2064318377.634482,2726302241.0892158,2260262229.444053,1758236119.9328432,1244642223.651211,1582271552.7232504,2048504339.3385525,1759097689.5305755,1612807732.5643497,2297225704.7071986,2337394904.536534,1706644609.2682517,1919781745.3194458,1918670690.648844,2113473028.7338786,1998708861.9268942,1855973397.3811066,1889754430.2693114,1895733976.033651,2225264583.549622,1654569879.4595063,2574269546.3284163,1618090337.9336784,1509973013.806507,1441361973.162755,1463693942.0251172,1283997812.7121694,1772670709.7995384
A,QUINOLINATE,C7 H5 N O4,16330510.850796632,25568777.13045247,22372864.248177245,12299493.220915377,14006863.003326064,12154856.872553298,15566701.095776927,16451117.494046649,14294032.258369194,12678480.64308834,25589581.190331627,10588580.19390564,27325540.685097713,22587900.132000476,15131859.33291585,17693539.60956098,30623684.809248876,19527749.478050634,24283554.707959663,14569563.337458685,13110298.008067118,17043590.43578661,26303050.95323791,10210153.141893782,15049496.039646877,9766875.32035697,23719700.0509137,16359353.802034777,28517616.8540809,20387049.5101445,18636582.8850906,13228969.279734772,23186514.199205045,28113940.985067718,19149642.67119775,20876154.18643502,8353209.254910647,13686961.915523434,14867144.133970344,14416952.064047601,10227021.407190247,10471683.443074904,18370312.555010248,11225054.997584699,30075800.043204118,13957134.054972243,24216528.24907815,13863329.867710166,20888299.235434122,18238098.54354933,23283901.251377262,16962728.716718003,20397812.259632237,9481159.054183934,11151238.563040243,14619308.075256135,11669131.72932229,6120773.13447066,10869304.242814222,10761850.891986007,18118220.709271654,14227796.735478994,12146482.427984567,9688126.972553235
A,RAFFINOSE,C18 H32 O16,23914009.057156656,29776316.087173667,37711094.53564797,27100690.65460874,34970144.703148045,39239039.20268757,95800428.36832738,57194813.5638484,32935493.24306095,37003139.961094886,36913516.59675657,22480003.333771158,23182213.155021902,27417615.11516844,31286484.27564539,38938831.94965041,25332555.402397167,21560931.224472534,28171939.27475855,27104769.058801003,19165376.001732763,30250919.905175265,24842002.886571877,20743036.90342907,12639309.691098928,21107019.15555715,22026764.813416533,17608533.679854065,16043392.2282009,15288329.179352328,21400104.48868095,18889317.425815675,18618051.304668985,10860498.310955217,16336644.644495912,15927389.75051168,12675241.99323506,22783331.30361179,15738670.929863323,19573385.886973593,10563384.691415664,16837149.773809813,18049040.048801057,20658194.401644185,14930525.205776976,17706040.655829284,14316282.058705503,17766405.64121504,9063036.938216204,15100549.5721194,17271073.198219,20872726.528622095,8261397.188016554,15438885.634638289,8907253.450399617,4243546.721084095,11142891.878579846,16268313.212550078,17396752.134169903,16938647.037946682,10377364.762467155,11644692.651526826,12856162.320804818,12945344.948440716
B,RHAMNOSE,C6 H12 O5,84439577.13433035,102151866.44376627,130742051.42636895,99787163.55428167,99314307.98764384,137835969.65697354,134285325.6254447,211118207.38490707,102089482.18078461,120475356.91611978,139332638.09776506,83022855.72374734,115660002.43262966,105352593.65280667,121048003.75620908,170134116.3839968,90278009.02031416,73950362.32526061,122156977.09404367,100217842.68126626,77585067.72742517,114072692.16834466,132074729.25739178,115944462.80644478,52113512.258870475,76041251.0924666,88867854.11221287,75622745.09479758,68606664.6336689,71933781.57642627,98318806.11343731,75920496.73987526,89091259.29031035,123051636.8948186,133054633.99438795,115644531.46126235,102174868.12102342,136810876.06657517,112784163.84164304,107523564.89934851,87868514.35490073,83247817.8224854,107781559.48945865,80454848.90560487,74722348.75700644,101187660.81544732,99317791.42177536,80336967.18076436,80376668.66273428,84399076.85541742,93731138.02751938,102891988.0953772,79310072.5250149,90593572.94787897,80050678.24103074,109126214.29333661,76410686.43528515,77499350.73462354,82705602.11329348,65647901.952408314,53394389.557002835,67638646.89565846,64058587.08812519,72965628.76816157
B,Ribose,C5 H10 O5,2029000067.012484,3220145905.4314632,2751515468.325351,2824375076.203829,3019052841.7115717,2982358556.8477592,2393352107.3946614,4843552269.005754,3013261462.630166,3345790606.5373907,4097470191.9955792,1941022331.1053343,3072390923.4623156,2313026396.2404456,3479291665.5530896,5015266490.705416,2152767828.012145,2130049956.574345,2613292418.05013,2394437496.4726634,2542205030.6567907,3419155619.668016,2958884918.728909,2338919893.920286,1386782452.115256,2076999914.0953126,2619536705.581624,2233123935.6012864,1815178782.14374,1667384201.9656956,2967006228.834785,2380449354.791309,1889644310.4441147,2015260499.8110769,2346095590.824268,2032497386.8352478,2048645347.268647,3773203295.0424027,2595001347.8571854,2620162342.0709896,1078659623.8277252,2208824242.3998814,2586053845.114584,2049723699.5146341,1928563980.822135,2340046468.1628985,3140708784.8097057,2440764616.8533006,1724262510.5569444,1394695502.2904747,1944446259.0422502,2172229305.384507,1693030235.454123,2575615491.2423697,1649124603.8166714,1834114019.1926656,1482520966.7359786,2076952008.6668136,2176370314.0878797,1638895425.3223433,1305753482.0246098,1361104436.578478,1908999641.7531133,1783742359.152375
